ID	Accession	Assay name	Assay title	Biosample classification	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR727IJD/	ENCSR727IJD	ChIP-seq	TF ChIP-seq	cell line	/targets/ZNF562-human/	ZNF562	ZNF562	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF562	HepG2	GEO:GSE231188	ChIP-Seq on HepG2	Richard Myers, HAIB	ENCODE	released	/files/ENCFF518ACR/,/files/ENCFF817WWI/,/files/ENCFF372OUL/,/files/ENCFF481WAE/,/files/ENCFF310KTS/,/files/ENCFF710FGU/,/files/ENCFF542UBN/,/files/ENCFF482RDL/,/files/ENCFF063DPB/,/files/ENCFF985ZSM/,/files/ENCFF261HVK/,/files/ENCFF067DXX/,/files/ENCFF943VKL/,/files/ENCFF486FFK/,/files/ENCFF391XMO/,/files/ENCFF154JBE/,/files/ENCFF459AZJ/,/files/ENCFF333UCJ/,/files/ENCFF852YNR/,/files/ENCFF675EMO/,/files/ENCFF149IGN/,/files/ENCFF474HKG/,/files/ENCFF667UKA/,/files/ENCFF196XFE/		ENCBS866BOM,ENCBS538BTO	1,2	1	ENCAB697XQW	Homo sapiens	child	15 years										/organisms/human/		/replicates/cd3a1a74-39c2-4e8f-9584-f3b4edf224f2/,/replicates/9ac78a78-981a-4bea-ab06-2ebfb8e21487/				
/experiments/ENCSR284SMX/	ENCSR284SMX	ChIP-seq	TF ChIP-seq	cell line	/targets/PREB-human/	PREB	PREB	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens PREB	WTC11	GEO:GSE230961	ChIP-Seq on WTC11	Richard Myers, HAIB	ENCODE	released	/files/ENCFF847AHY/,/files/ENCFF121VHE/,/files/ENCFF439ODJ/,/files/ENCFF553FAP/,/files/ENCFF820ARC/,/files/ENCFF875IWE/,/files/ENCFF809LDW/,/files/ENCFF509YME/,/files/ENCFF103GSJ/,/files/ENCFF885UWS/,/files/ENCFF312EUT/,/files/ENCFF871ROR/,/files/ENCFF261HGG/,/files/ENCFF560PKR/,/files/ENCFF365TGJ/,/files/ENCFF176FYQ/,/files/ENCFF390KFP/,/files/ENCFF173QKP/,/files/ENCFF758GEF/,/files/ENCFF769TST/,/files/ENCFF656VKT/,/files/ENCFF322GZL/,/files/ENCFF948MZR/,/files/ENCFF567VIN/		ENCBS926AQQ,ENCBS647OQR	1,2	1	ENCAB697XQW	Homo sapiens	adult	30 years										/organisms/human/		/replicates/9f7dbf4b-25c8-4e58-bfd2-2fbfc8f386f8/,/replicates/135ea169-2433-416a-9056-e7f0007fe8d9/				
/experiments/ENCSR000BHC/	ENCSR000BHC	ChIP-seq	TF ChIP-seq	cell line	/targets/ZBTB33-human/	ZBTB33	ZBTB33	Homo sapiens GM12878	GM12878	GEO:GSM803392,UCSC-ENCODE-hg19:wgEncodeEH001488,FactorBook:ENCSR000BHC	ZBTB33 ChIP-seq protocol PCR1x on human GM12878	Richard Myers, HAIB	ENCODE	released	/files/ENCFF000OHG/,/files/ENCFF000OHI/,/files/ENCFF000OHJ/,/files/ENCFF000OHK/,/files/ENCFF000OHL/,/files/ENCFF000OHM/,/files/ENCFF000OHV/,/files/ENCFF000OHX/,/files/ENCFF001TZQ/,/files/ENCFF001TZR/,/files/ENCFF002CID/,/files/ENCFF923EPQ/,/files/ENCFF166QSR/,/files/ENCFF432KDE/,/files/ENCFF772LSQ/,/files/ENCFF004PAV/,/files/ENCFF776FZQ/,/files/ENCFF963NKM/,/files/ENCFF643YAD/,/files/ENCFF918QFL/,/files/ENCFF998BZC/,/files/ENCFF723QNL/,/files/ENCFF947VFN/,/files/ENCFF974VXQ/,/files/ENCFF578SJM/,/files/ENCFF881WWO/,/files/ENCFF806TFL/,/files/ENCFF226JMI/,/files/ENCFF447FTH/,/files/ENCFF773OQL/,/files/ENCFF205WFG/,/files/ENCFF526PMD/,/files/ENCFF467OPY/,/files/ENCFF259MRH/,/files/ENCFF323YMP/,/files/ENCFF362VQO/,/files/ENCFF583RJI/,/files/ENCFF897KAB/,/files/ENCFF952NQI/,/files/ENCFF266PKW/,/files/ENCFF004KXC/,/files/ENCFF759UFB/,/files/ENCFF957BXT/,/files/ENCFF394CWJ/,/files/ENCFF891ZCM/,/files/ENCFF910DKV/,/files/ENCFF452YIQ/,/files/ENCFF681RVL/,/files/ENCFF141WKX/,/files/ENCFF648COV/,/files/ENCFF372FLW/,/files/ENCFF565YJZ/,/files/ENCFF849BLI/,/files/ENCFF936OJA/,/files/ENCFF340SSY/,/files/ENCFF185CXE/,/files/ENCFF441UOY/,/files/ENCFF032KSZ/,/files/ENCFF517ALP/,/files/ENCFF678ZIY/,/files/ENCFF142AQE/,/files/ENCFF960CUQ/,/files/ENCFF917XFN/,/files/ENCFF544CDL/,/files/ENCFF499PNB/,/files/ENCFF034LQG/,/files/ENCFF749RDO/,/files/ENCFF550LPG/,/files/ENCFF024ZOE/,/files/ENCFF556KBS/,/files/ENCFF728EII/,/files/ENCFF829OAZ/,/files/ENCFF361GQU/,/files/ENCFF293EWG/	/experiment-series/ENCSR569UID/	ENCBS110ENC	1,2	1	ENCAB000AML	Homo sapiens	adult													/replicates/5d834fe4-3c15-41ba-9db7-eaf5980439b6/,/replicates/603d0f0b-344e-4bb9-bd72-481ebc2f08e8/				
/experiments/ENCSR115QIT/	ENCSR115QIT	ChIP-seq	TF ChIP-seq	cell line	/targets/ZKSCAN8-human/	ZKSCAN8	ZKSCAN8	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens ZKSCAN8	WTC11	GEO:GSE231092	ChIP-Seq on WTC11	Richard Myers, HAIB	ENCODE	released	/files/ENCFF068UVW/,/files/ENCFF703GGX/,/files/ENCFF732KVA/,/files/ENCFF315HKZ/,/files/ENCFF289TCZ/,/files/ENCFF574SWE/,/files/ENCFF098QAX/,/files/ENCFF981RMZ/,/files/ENCFF376PWJ/,/files/ENCFF473FXU/,/files/ENCFF458KRD/,/files/ENCFF956OVB/,/files/ENCFF083PRF/,/files/ENCFF008USN/,/files/ENCFF728RQD/,/files/ENCFF308HTB/,/files/ENCFF156IIP/,/files/ENCFF840JMU/,/files/ENCFF926AOF/,/files/ENCFF091YWO/,/files/ENCFF416MZE/,/files/ENCFF837WUG/,/files/ENCFF304PSJ/,/files/ENCFF666HNJ/		ENCBS004YQC,ENCBS067ROZ	1,2	1	ENCAB697XQW	Homo sapiens	adult	30 years										/organisms/human/		/replicates/54f89bbb-d428-42dd-9971-43dc906fdf1f/,/replicates/422cfcdd-1465-4a89-bae2-e3a7e1dbcb4c/				
/experiments/ENCSR512JVC/	ENCSR512JVC	ChIP-seq	TF ChIP-seq	cell line	/targets/ZNF724P-human/	ZNF724P	ZNF724	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF724	HepG2	GEO:GSE231251	ChIP-Seq on HepG2	Richard Myers, HAIB	ENCODE	released	/files/ENCFF067ASV/,/files/ENCFF986GBW/,/files/ENCFF227BNT/,/files/ENCFF534JII/,/files/ENCFF040FLL/,/files/ENCFF288VDK/,/files/ENCFF403RZQ/,/files/ENCFF653AWJ/,/files/ENCFF319SBU/,/files/ENCFF700JVS/,/files/ENCFF698ZOI/,/files/ENCFF991QJO/,/files/ENCFF959ZUM/,/files/ENCFF850RYO/,/files/ENCFF620MIZ/,/files/ENCFF597WGY/,/files/ENCFF349OCR/,/files/ENCFF877ENN/,/files/ENCFF320YUT/,/files/ENCFF018YSY/,/files/ENCFF048VMX/,/files/ENCFF679QHO/,/files/ENCFF318TJD/,/files/ENCFF738GER/		ENCBS485JCX,ENCBS670XPR	1,2	1	ENCAB697XQW	Homo sapiens	child	15 years										/organisms/human/		/replicates/311c02bc-ac49-48f1-94ab-e0b6daca1e3a/,/replicates/9d2233f2-983e-42fa-9492-902540d313b0/				
/experiments/ENCSR000BKO/	ENCSR000BKO	ChIP-seq	TF ChIP-seq	cell line	/targets/SP1-human/	SP1	SP1	Homo sapiens K562	K562	UCSC-ENCODE-hg19:wgEncodeEH001578,GEO:GSM803505,FactorBook:ENCSR000BKO	SP1 ChIP-seq protocol PCR1x on human K562	Richard Myers, HAIB	ENCODE	released	/files/ENCFF000QGI/,/files/ENCFF000QGK/,/files/ENCFF000QGL/,/files/ENCFF000QGM/,/files/ENCFF000QGO/,/files/ENCFF000QGP/,/files/ENCFF000QGV/,/files/ENCFF000QGW/,/files/ENCFF001ULF/,/files/ENCFF001ULG/,/files/ENCFF002CMN/,/files/ENCFF585IXS/,/files/ENCFF045AXI/,/files/ENCFF700VDE/,/files/ENCFF714DJL/,/files/ENCFF595HJO/,/files/ENCFF593LCA/,/files/ENCFF797MCR/,/files/ENCFF515QZM/,/files/ENCFF196UVO/,/files/ENCFF617SIR/,/files/ENCFF817NZY/,/files/ENCFF070POW/,/files/ENCFF617EYG/,/files/ENCFF716PNY/,/files/ENCFF547JSD/,/files/ENCFF469VJJ/,/files/ENCFF806XMP/,/files/ENCFF327JLU/,/files/ENCFF524IWI/,/files/ENCFF563CWK/,/files/ENCFF172WTW/,/files/ENCFF281VNN/,/files/ENCFF964MUO/,/files/ENCFF171NEU/,/files/ENCFF365HQT/,/files/ENCFF397VNT/,/files/ENCFF694DZO/,/files/ENCFF340OKH/,/files/ENCFF528QDU/,/files/ENCFF774VBU/,/files/ENCFF885ILN/	/experiment-series/ENCSR341QCG/	ENCBS109ENC	2,1	1	ENCAB000AKY	Homo sapiens	adult	53 years												/replicates/3fb7d099-7304-4f6b-9c3f-198e728f6411/,/replicates/edfac484-aa2d-47ee-989c-e4880382a3af/				
/experiments/ENCSR943MQH/	ENCSR943MQH	ChIP-seq	TF ChIP-seq	cell line	/targets/ZBTB33-human/	ZBTB33	ZBTB33	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB33	WTC11	GEO:GSE231249	ChIP-Seq on WTC11	Richard Myers, HAIB	ENCODE	released	/files/ENCFF948POG/,/files/ENCFF057FNJ/,/files/ENCFF440KUU/,/files/ENCFF845PMY/,/files/ENCFF006YFG/,/files/ENCFF452KGW/,/files/ENCFF094GPD/,/files/ENCFF390UCT/,/files/ENCFF050ZXM/,/files/ENCFF832CGR/,/files/ENCFF630UOU/,/files/ENCFF306HDB/,/files/ENCFF829AZA/,/files/ENCFF030KSD/,/files/ENCFF048CFR/,/files/ENCFF561SZF/,/files/ENCFF812NLR/,/files/ENCFF309KNX/,/files/ENCFF891TFC/,/files/ENCFF887MLK/,/files/ENCFF313FDY/,/files/ENCFF662WHN/,/files/ENCFF231XIJ/,/files/ENCFF079UGL/		ENCBS754MZN,ENCBS181KYB	1,2	1	ENCAB697XQW	Homo sapiens	adult	30 years										/organisms/human/		/replicates/9ce11f67-41e6-4112-9942-b140185cc389/,/replicates/68e18756-5226-4017-b1f6-9f67fd69e41f/				
/experiments/ENCSR032DGZ/	ENCSR032DGZ	ChIP-seq	TF ChIP-seq	cell line	/targets/ZNF281-human/	ZNF281	ZNF281	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF281	WTC11	GEO:GSE230952	ChIP-Seq on WTC11	Richard Myers, HAIB	ENCODE	released	/files/ENCFF914OBI/,/files/ENCFF419BXA/,/files/ENCFF116NED/,/files/ENCFF817DIO/,/files/ENCFF668VEM/,/files/ENCFF358FGQ/,/files/ENCFF719SUO/,/files/ENCFF888WSN/,/files/ENCFF716OVN/,/files/ENCFF481RDR/,/files/ENCFF295XHP/,/files/ENCFF551GAV/,/files/ENCFF862XJC/,/files/ENCFF111DCA/,/files/ENCFF026BQD/,/files/ENCFF912GWD/,/files/ENCFF003UFQ/,/files/ENCFF051IQQ/,/files/ENCFF951YGQ/,/files/ENCFF898PRA/,/files/ENCFF846TWY/,/files/ENCFF873BIW/,/files/ENCFF525ANU/,/files/ENCFF368SLC/		ENCBS023HSW,ENCBS244DYF	2,1	1	ENCAB697XQW	Homo sapiens	adult	30 years										/organisms/human/		/replicates/03ded9cc-58c8-4853-ae69-9e0f15122bae/,/replicates/0d294382-0531-4e02-ba1f-59df0ae58c80/				
/experiments/ENCSR237OGW/	ENCSR237OGW	ChIP-seq	TF ChIP-seq	cell line	/targets/CREBL2-human/	CREBL2	CREBL2	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens CREBL2	HepG2	GEO:GSE231274	ChIP-Seq on HepG2	Richard Myers, HAIB	ENCODE	released	/files/ENCFF588TJJ/,/files/ENCFF063DCY/,/files/ENCFF735HPL/,/files/ENCFF533FTO/,/files/ENCFF178QIK/,/files/ENCFF261WQC/,/files/ENCFF873EEF/,/files/ENCFF824BTH/,/files/ENCFF921CXK/,/files/ENCFF631EOI/,/files/ENCFF595IIA/,/files/ENCFF738EYM/,/files/ENCFF759EAX/,/files/ENCFF958EUT/,/files/ENCFF326SCR/,/files/ENCFF938RXL/,/files/ENCFF632SYU/,/files/ENCFF857BXY/,/files/ENCFF199WZU/,/files/ENCFF587PAH/,/files/ENCFF672YLD/,/files/ENCFF013HJB/,/files/ENCFF512MWV/,/files/ENCFF372LYY/		ENCBS904IAN,ENCBS441PJJ	1,2	1	ENCAB697XQW	Homo sapiens	child	15 years										/organisms/human/		/replicates/c497695a-36e7-41a0-9f06-784a9ce22c1b/,/replicates/330302da-09ce-40a2-b7e1-0333700a1d1d/				
/experiments/ENCSR523RGJ/	ENCSR523RGJ	ChIP-seq	TF ChIP-seq	cell line	/targets/ZNF704-human/	ZNF704	ZNF704	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF704	HepG2	GEO:GSE231263	ChIP-Seq on HepG2	Richard Myers, HAIB	ENCODE	released	/files/ENCFF321GXJ/,/files/ENCFF192UVR/,/files/ENCFF938RIH/,/files/ENCFF930NNO/,/files/ENCFF706VYM/,/files/ENCFF359AYP/,/files/ENCFF444RQF/,/files/ENCFF187MMW/,/files/ENCFF532RIQ/,/files/ENCFF815QGS/,/files/ENCFF038KPW/,/files/ENCFF998TQR/,/files/ENCFF265KHQ/,/files/ENCFF351NXU/,/files/ENCFF534EJA/,/files/ENCFF969LAY/,/files/ENCFF558EOW/,/files/ENCFF155NXO/,/files/ENCFF896MDP/,/files/ENCFF165HWU/,/files/ENCFF329KKU/,/files/ENCFF429DXH/,/files/ENCFF408LBU/,/files/ENCFF152XTX/		ENCBS368RNP,ENCBS764EMD	1,2	1	ENCAB697XQW	Homo sapiens	child	15 years										/organisms/human/		/replicates/2453d985-db4c-4cac-9f33-73fa1e43f7e9/,/replicates/8384e368-467f-418e-90bf-91afb925741f/				
/experiments/ENCSR392TWV/	ENCSR392TWV	ChIP-seq	TF ChIP-seq	cell line	/targets/ZBTB20-human/	ZBTB20	ZBTB20	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB20	HepG2	GEO:GSE231103	ChIP-Seq on HepG2	Richard Myers, HAIB	ENCODE	released	/files/ENCFF629LBI/,/files/ENCFF154CNM/,/files/ENCFF068CKU/,/files/ENCFF155LLG/,/files/ENCFF802BRW/,/files/ENCFF498OQY/,/files/ENCFF156GCB/,/files/ENCFF659ENN/,/files/ENCFF834PWN/,/files/ENCFF138UIC/,/files/ENCFF612ADO/,/files/ENCFF062VHV/,/files/ENCFF657OME/,/files/ENCFF060VCF/,/files/ENCFF805URI/,/files/ENCFF693DXD/,/files/ENCFF601KGP/,/files/ENCFF592DOR/,/files/ENCFF636EYF/,/files/ENCFF465DSD/,/files/ENCFF200JRV/,/files/ENCFF879UHA/,/files/ENCFF748SAA/,/files/ENCFF304XHV/		ENCBS137QSY,ENCBS954QJJ	1,2	1	ENCAB697XQW	Homo sapiens	child	15 years										/organisms/human/		/replicates/b71b6e03-905d-49a8-921b-3f53b3115450/,/replicates/e1bce93c-200d-4be2-acec-8cf9f2a45ea9/				
/experiments/ENCSR000EUL/	ENCSR000EUL	ChIP-seq	TF ChIP-seq	cell line	/targets/NR2C2-human/	NR2C2	NR2C2	Homo sapiens GM12878	GM12878	GEO:GSM935480,FactorBook:ENCSR000EUL,UCSC-ENCODE-hg19:wgEncodeEH000697	NR2C2 ChIP-seq on human GM12878	Peggy Farnham, USC	ENCODE	released	/files/ENCFF000WFL/,/files/ENCFF000WFM/,/files/ENCFF000WFN/,/files/ENCFF000WFO/,/files/ENCFF000WFR/,/files/ENCFF000WFZ/,/files/ENCFF001VFP/,/files/ENCFF002CPS/,/files/ENCFF362AXW/,/files/ENCFF199XSZ/,/files/ENCFF485BYB/,/files/ENCFF971AIC/,/files/ENCFF987VYJ/,/files/ENCFF123VIR/,/files/ENCFF817KGL/,/files/ENCFF289RZG/,/files/ENCFF236GMW/,/files/ENCFF208TMB/,/files/ENCFF588OWL/,/files/ENCFF033SNP/,/files/ENCFF861LRM/,/files/ENCFF423FMQ/,/files/ENCFF721FTG/,/files/ENCFF127HCW/,/files/ENCFF857ALS/,/files/ENCFF368CFQ/,/files/ENCFF105EIG/,/files/ENCFF932FUV/,/files/ENCFF560NWR/,/files/ENCFF150BGK/,/files/ENCFF548GRF/,/files/ENCFF141SUI/,/files/ENCFF973NBX/,/files/ENCFF258YSG/,/files/ENCFF821QXQ/,/files/ENCFF363NXG/,/files/ENCFF098SQG/,/files/ENCFF605NTP/,/files/ENCFF865NON/,/files/ENCFF546LNP/,/files/ENCFF434HVY/,/files/ENCFF816IBZ/,/files/ENCFF015IGW/,/files/ENCFF725QBH/,/files/ENCFF170FYU/,/files/ENCFF589LYY/,/files/ENCFF261WWV/,/files/ENCFF892GAT/,/files/ENCFF992PRK/,/files/ENCFF760TLO/,/files/ENCFF788TNS/,/files/ENCFF111LSD/,/files/ENCFF553IVD/,/files/ENCFF762SFC/,/files/ENCFF364NDF/,/files/ENCFF504FMP/,/files/ENCFF837ZUE/,/files/ENCFF024EDP/,/files/ENCFF835AYP/,/files/ENCFF375XWP/,/files/ENCFF385PXM/,/files/ENCFF145JSP/,/files/ENCFF199APF/,/files/ENCFF782KRV/,/files/ENCFF889FGO/,/files/ENCFF528SBB/,/files/ENCFF616XKC/,/files/ENCFF550ARE/,/files/ENCFF954JWW/,/files/ENCFF735IUU/,/files/ENCFF314NNS/		ENCBS917LTR,ENCBS112GEV	1,2	1	ENCAB000AMA	Homo sapiens	adult													/replicates/a7a4d26a-6cbb-44c5-bbe6-07825d69403d/,/replicates/903c0ae6-ad51-4aff-8f46-b116ec9e9ba6/				
/experiments/ENCSR000BKE/	ENCSR000BKE	ChIP-seq	TF ChIP-seq	cell line	/targets/ATF3-human/	ATF3	ATF3	Homo sapiens HepG2	HepG2	FactorBook:ENCSR000BKE,GEO:GSM803503,UCSC-ENCODE-hg19:wgEncodeEH001568	ATF3 ChIP-seq protocol v041610.1 on human HepG2	Richard Myers, HAIB	ENCODE	released	/files/ENCFF000PFE/,/files/ENCFF000PFF/,/files/ENCFF000PFG/,/files/ENCFF000PFH/,/files/ENCFF000PFI/,/files/ENCFF000PFK/,/files/ENCFF000PFQ/,/files/ENCFF000PFR/,/files/ENCFF001UFE/,/files/ENCFF001UFF/,/files/ENCFF002CKB/,/files/ENCFF142PTR/,/files/ENCFF471RBZ/,/files/ENCFF911WGI/,/files/ENCFF511CYT/,/files/ENCFF357WAY/,/files/ENCFF767KYS/,/files/ENCFF847HLX/,/files/ENCFF081GVK/,/files/ENCFF906RQV/,/files/ENCFF202LXJ/,/files/ENCFF115JHP/,/files/ENCFF886OFY/,/files/ENCFF691DUF/,/files/ENCFF047ANU/,/files/ENCFF461IPU/,/files/ENCFF480GLV/,/files/ENCFF198OWC/,/files/ENCFF743QEP/,/files/ENCFF279ZSC/,/files/ENCFF012VKK/,/files/ENCFF326VNY/,/files/ENCFF137OEY/,/files/ENCFF753WNT/,/files/ENCFF416CBR/,/files/ENCFF764YXF/,/files/ENCFF595XJR/,/files/ENCFF857XWV/,/files/ENCFF712DOG/,/files/ENCFF489XNA/,/files/ENCFF044VQF/,/files/ENCFF908DFH/,/files/ENCFF454GXL/,/files/ENCFF861JFK/,/files/ENCFF414JVR/,/files/ENCFF725ZKM/,/files/ENCFF015XMO/,/files/ENCFF981CRZ/,/files/ENCFF857YVK/,/files/ENCFF736ETX/,/files/ENCFF099WJB/,/files/ENCFF291WLP/,/files/ENCFF920OJJ/,/files/ENCFF197JBM/,/files/ENCFF681PQB/,/files/ENCFF767ULZ/,/files/ENCFF371XAX/,/files/ENCFF662YUV/,/files/ENCFF953FIP/,/files/ENCFF442FFR/,/files/ENCFF555KCH/,/files/ENCFF694YQT/,/files/ENCFF178SCT/,/files/ENCFF181HMS/,/files/ENCFF078LMQ/,/files/ENCFF758YDB/,/files/ENCFF881BHF/,/files/ENCFF630ZUD/,/files/ENCFF005HSF/,/files/ENCFF440JOS/,/files/ENCFF928LDD/,/files/ENCFF682NBP/,/files/ENCFF071HTP/,/files/ENCFF111YTB/		ENCBS114ENC	2,1	1	ENCAB000ADZ	Homo sapiens	child	15 years												/replicates/6ff1bdce-898c-4d99-9bb2-88217bf35c13/,/replicates/ced6d39b-661a-436b-95a0-edec412be21c/				
/experiments/ENCSR000BKD/	ENCSR000BKD	ChIP-seq	TF ChIP-seq	cell line	/targets/YY1-human/	YY1	YY1	Homo sapiens H1	H1	GEO:GSM803513,UCSC-ENCODE-hg19:wgEncodeEH001567,FactorBook:ENCSR000BKD	YY1 ChIP-seq protocol v041610.2 on human H1-hESC	Richard Myers, HAIB	ENCODE	released	/files/ENCFF000OWF/,/files/ENCFF000OWG/,/files/ENCFF000OWH/,/files/ENCFF000OWI/,/files/ENCFF000OWJ/,/files/ENCFF000OWK/,/files/ENCFF000OWO/,/files/ENCFF000OWS/,/files/ENCFF001UDC/,/files/ENCFF001UDD/,/files/ENCFF002CJT/,/files/ENCFF942HWY/,/files/ENCFF972SQO/,/files/ENCFF770GTP/,/files/ENCFF184GCE/,/files/ENCFF489EBO/,/files/ENCFF426NNP/,/files/ENCFF255KGJ/,/files/ENCFF248KXX/,/files/ENCFF454STL/,/files/ENCFF371JOS/,/files/ENCFF609AFO/,/files/ENCFF043CXM/,/files/ENCFF515UYM/,/files/ENCFF170XRZ/,/files/ENCFF851XYO/,/files/ENCFF509GYP/,/files/ENCFF683FDT/,/files/ENCFF722XPG/,/files/ENCFF183HLJ/,/files/ENCFF406PYH/,/files/ENCFF150MFX/,/files/ENCFF551XHS/,/files/ENCFF773JAW/,/files/ENCFF692LLO/,/files/ENCFF397GOK/,/files/ENCFF170RCN/,/files/ENCFF319BAS/,/files/ENCFF921YQK/,/files/ENCFF602VCI/,/files/ENCFF122RUW/,/files/ENCFF535RGW/,/files/ENCFF053TTQ/,/files/ENCFF484OSG/,/files/ENCFF654AYS/,/files/ENCFF052MDZ/,/files/ENCFF686VJY/,/files/ENCFF976TDK/,/files/ENCFF369MLU/,/files/ENCFF724MKH/,/files/ENCFF979BJT/,/files/ENCFF788MMJ/,/files/ENCFF379PXE/,/files/ENCFF651UWG/,/files/ENCFF961LJQ/,/files/ENCFF314EEA/,/files/ENCFF585LUO/,/files/ENCFF916LOS/,/files/ENCFF239HHI/,/files/ENCFF907UOW/,/files/ENCFF509OPR/,/files/ENCFF144WSI/,/files/ENCFF739FDJ/,/files/ENCFF760RXY/,/files/ENCFF639RCD/,/files/ENCFF835ZJX/,/files/ENCFF201VPT/,/files/ENCFF904SDR/,/files/ENCFF376FVJ/,/files/ENCFF399JPT/,/files/ENCFF113BTA/,/files/ENCFF823RRW/,/files/ENCFF524BTL/,/files/ENCFF409KPM/		ENCBS111ENC	1,2	1	ENCAB000ANT	Homo sapiens	embryonic													/replicates/4135200e-f383-4671-bbb6-6a4489fae65b/,/replicates/646bfff3-7071-49b5-8e3d-43a20513e5a8/				
/experiments/ENCSR519QAA/	ENCSR519QAA	ChIP-seq	TF ChIP-seq	cell line	/targets/HNRNPK-human/	HNRNPK	HNRNPK	Homo sapiens HepG2	HepG2	GEO:GSE174872,FactorBook:ENCSR519QAA	HNRNPK ChIP-seq on HepG2	Xiang-Dong Fu, UCSD	ENCODE	released	/files/ENCFF640TPX/,/files/ENCFF872IMK/,/files/ENCFF221QCF/,/files/ENCFF569ZLS/,/files/ENCFF080YDK/,/files/ENCFF013TMF/,/files/ENCFF629IKB/,/files/ENCFF979WGI/,/files/ENCFF208WUP/,/files/ENCFF968IOT/,/files/ENCFF921UWK/,/files/ENCFF395GAQ/,/files/ENCFF315KSA/,/files/ENCFF183ORE/,/files/ENCFF512YXS/,/files/ENCFF004IMK/,/files/ENCFF922BCC/,/files/ENCFF151QDV/,/files/ENCFF339OYP/,/files/ENCFF463MRT/,/files/ENCFF126YPQ/,/files/ENCFF828KXG/,/files/ENCFF826MXP/,/files/ENCFF034KZB/,/files/ENCFF407UHM/,/files/ENCFF311IWM/,/files/ENCFF832WCX/,/files/ENCFF292JAR/,/files/ENCFF813MAV/,/files/ENCFF310ACP/,/files/ENCFF183DGH/,/files/ENCFF003ARN/,/files/ENCFF497ROV/,/files/ENCFF344SKX/,/files/ENCFF792GAN/,/files/ENCFF251ZGT/,/files/ENCFF695YNI/,/files/ENCFF047RDW/,/files/ENCFF071PKX/,/files/ENCFF905BWU/,/files/ENCFF899PGY/,/files/ENCFF920LBM/,/files/ENCFF099BZU/,/files/ENCFF461MQJ/,/files/ENCFF090ZXV/,/files/ENCFF801WEN/,/files/ENCFF144ONE/,/files/ENCFF348LMA/,/files/ENCFF797XQG/,/files/ENCFF707DOC/,/files/ENCFF620ALT/,/files/ENCFF336LWQ/,/files/ENCFF371OHJ/,/files/ENCFF662AGT/,/files/ENCFF325BJT/,/files/ENCFF779JTS/,/files/ENCFF794NZW/,/files/ENCFF930SNF/,/files/ENCFF263GAL/,/files/ENCFF794QRP/,/files/ENCFF493GNS/,/files/ENCFF035OPG/,/files/ENCFF261WPW/,/files/ENCFF542LXI/,/files/ENCFF845FAT/		ENCBS271WON,ENCBS747KOI	2,1	1	ENCAB000BFN	Homo sapiens	child	15 years												/replicates/f868f92a-8c3d-4f87-b3ec-cd77f366c980/,/replicates/f9f3fcf6-8012-4762-832c-11dcf19453f0/				
